key,原文,译文
Root/InventoryRowArmourMovementNeg,"[color=""red""][v][/color]",
Root/InventoryRowArmourMovementZero,[v],
Root/InventoryRowArmourResistance,[v]%,
Root/InventoryRowShieldBlock,[v]%,
Root/InventoryRowShieldAbsorption,[v],
Root/InventoryItemTypeConsumable,Consumable,
Root/InventoryItemTypeThrowable,Throwable,
Root/InventoryItemTypeTrap,Trap,
Root/InventoryCantFiddleTitle,Not Allowed,
Root/InventoryCantFiddleBody,You are not allowed to change followers' inventory if they're not part of your hird.,
Root/InventoryItemRowAdditionalEffectsOne,[x],
Root/InventoryItemRowAdditionalEffectsTwo,[x1]\n[x2],
Root/InventoryContainerTakeAll,"Take All [color=""silver""]<[x]>[/color]",
Root/InventoryEmptyLootContainer,Empty,
Root/InventoryTheftDialogueBoxTitle,Attempt Theft,
Root/InventoryTheftDialogueBoxDescription,"This belongs to someone nearby.\nGetting caught stealing will hurt your reputation.\n[size=""18""][color=""orange""]Finesse: [difficulty][/color][/size]",
Root/InventoryTheftDialogueBoxYes,Steal,
Root/InventoryTheftPopupFailure,Caught stealing!,
Root/LootContainerDenmarkEquipmentArmourStand,Armour Stand,
Root/LootContainerDenmarkEquipmentWeaponRack,Weapon Rack,
Root/LootContainerDenmarkGenericChestLarge,Large Chest,
Root/LootContainerDenmarkGenericChestSmall,Small Chest,
Root/LootContainerDenmarkGenericCrate,Crate,
Root/LootContainerDenmarkGenericHumanCarcass,Corpse,
Root/LootContainerDenmarkGenericStashSmall,Small Stash,
Root/LootContainerDenmarkGenericStashLarge,Large Stash,
Root/LootContainerDenmarkGenericTrashPile,Trash Pile,
Root/LootContainerDenmarkResourceBarrel,Barrel,
Root/LootContainerDenmarkResourceBasket,Basket,
Root/LootContainerDenmarkResourceSacks,Sacks,
Root/LootContainerBritainEquipmentArmourStand,Armour Stand,
Root/LootContainerBritainEquipmentWeaponRack,Weapon Rack,
Root/LootContainerBritainGenericBookshelf,Bookshelf,
Root/LootContainerBritainGenericChestLarge,Large Chest,
Root/LootContainerBritainGenericChestSmall,Small Chest,
Root/LootContainerBritainGenericCrate,Crate,
Root/LootContainerBritainGenericStashSmall,Small Stash,
Root/LootContainerBritainGenericStashLarge,Large Stash,
Root/LootContainerBritainGenericTrashPile,Trash Pile,
Root/LootContainerBritainResourceBarrel,Barrel,
Root/LootContainerBritainResourceBasket,Basket,
Root/LootContainerBritainResourceLooseStone,Loose Stone,
Root/LootContainerBritainResourceSacks,Sacks,
Root/InventoryUtilityItemCombatTooltipNone,Empty utility item slot,
Root/InventoryUtilityItemCombatTooltip,"[size=""16""][ItemName][/size][action]\n[size=""12""][color=""grey""][ItemType][/color][/size][requirement]\n[ItemDescription]",
Root/TooltipCombatRequirementActionGrammar,"\n[color=""red""][size=""12""][i][x][/i][/size][/color].",
Root/TooltipCombatRequirementActionNoPlaceToLand,The landing tile is obstructed,
Root/TooltipCombatRequirementActionNoLineOfSight,There is no clear line of sight between your character and the target,
Root/TooltipCombatRequirementActionOutOfRange,The target is out of range of the utility item,
Root/TooltipCombatRequirementActionOccupiedByTileObject,Occupied by another object,
Root/TooltipCombatRequirementActionOccupiedByCharacter,Can't place on an occupied hex,
Root/TooltipCombatRequirementActionOccupiedBySelf,Can't place on self,
Root/TooltipCombatRequirementActionNoPathFound,The target is not in the combat area,
Root/TooltipCombatRequirementActionNotFatigued,The character is not fatigued,
Root/TooltipCombatRequirementActionNonwalkable,Can't place on non-walkable tiles,
Root/TreatmentInjuries,Injuries,
Root/TreatmentPatients,Patients,
Root/TreatmentBonus,Treatment Bonus,
Root/HealingIconTooltip,"Shows you the rank of the skill, as well as the discount you'll get to the cost of treating injuries.",
Root/TreatmentBonusEffect,-[x]%,
Root/TreatmentCost,Cost,
Root/TreatmentDeteriorationRisk,Deterioration Risk,
Root/TreatmentAutoAssign,Auto Assign Patient,
Root/TreatmentMoreThanOneInjury,+[x] injuries,
Root/TreatmentMedicineCost,[amount],
Root/TreatmentMedicineCostShort,[amount] [resource],
Root/TreatmentInjuryAssignedTo,"[color=""grey""]Injury assigned to[/color] [color=""orange""][doctorname][/color]",
Root/TreatmentErrorEveryoneHealedTitle,No one to heal,
Root/TreatmentErrorEveryoneHealed,All injuries are already assigned.,
Root/Endurance,Endurance,
Root/Sense,Sense,
Root/Finesse,Finesse,
Root/Strength,Strength,
Root/Movement,Movement,
Root/Morale,Morale,
Root/Perception,Perception,
Root/Medicine,Medicine,
Root/MedicineCost,Cost,
Root/TreatmentDeteriorated,[c]'s injury deteriorated to [x],
Root/TreatmentDeterioratedDead,"[c]'s injury deteriorated, killing the character",
Root/TreatmentInjurySeverityHealthy,Healthy,
Root/TreatmentInjurySeverityLight,Light,
Root/TreatmentInjurySeverityModerate,Moderate,
Root/TreatmentInjurySeveritySevere,Severe,
Root/TreatmentInjurySeverityCritical,Critical,
Root/TreatmentInjurySeverityFatal,Fatal,
Root/TreatmentInjurySeverityCrippling,Crippling,
Root/TreatmentInjurySeverityDead,"[color=""brown""]Dead[/color]",
Root/TreatmentInjuryTypeBurn,Burn,
Root/TreatmentInjuryTypeLaceration,Laceration,
Root/TreatmentInjuryTypeInfection,Infection,
Root/TreatmentInjuryTypePuncture,Puncture,
Root/TreatmentInjuryTypeFracture,Fracture,
Root/TreatmentInjuryTypeTrauma,Trauma,
Root/TreatmentInjuryLocationHead,Head,
Root/TreatmentInjuryLocationEyes,Eyes,
Root/TreatmentInjuryLocationChest,Chest,
Root/TreatmentInjuryLocationArm,Arm,
Root/TreatmentInjuryLocationGut,Gut,
Root/TreatmentInjuryLocationGroin,Groin,
Root/TreatmentInjuryLocationLeg,Leg,
Root/TreatmentInjuryExternal,on,
Root/TreatmentInjuryInternal,in,
Root/TreatmentInjuryGrammar,[injuryseverity] [injurytype],
Root/TooltipTreatmentInjuryLevel1,"Light injures are relatively harmless, the penalties are lighter and the cost is reduced significantly.",
Root/TooltipTreatmentInjuryLevel2,"Moderate injuries have no penalty modifications and are a little cheaper to treat, but increases the deterioration risk by [color=""#ff0000""]+5%[/color].",
Root/TooltipTreatmentInjuryLevel3,"Severe injuries get a slightly higher penalty with no reduction to cost. Deterioration Risk is increased by [color=""#ff0000""]+15%[/color].",
Root/TooltipTreatmentInjuryLevel4,"Critical injuries sees a significant penalty increase, as well cost and deterioration risk is increased by [color=""#ff0000""]+30%[/color].",
Root/TooltipTreatmentInjuryLevel5,"Fatal/Crippling injuries are one dice-rool away from permanent consequences, the penalties and cost are heavily increased and deterioration risk is now at a whopping [color=""#ff0000""]+50%[/color].",
Root/TooltipTreatmentInjuryLevel6,"If you don't treat your patient before reaching this point, you must suffer the consequences, which in most cases are death, or permanent injuries.",
Root/TooltipTreatmentAlreadyTreatedByYou,This injury is currently assigned to [X] in this shift.,
Root/TooltipTreatmentTreatedBy,This injury is assigned to [X] in other shifts.,
Root/TooltipTreatmentAlreadyTreatedBy,"[color=""red""][i]This injury is already assigned to [X] in this shift.[/i][/color]",
Root/TooltipTreatmentNoMedicine,"[color=""red""][i]There is not enough medicine left to treat this injury.[/i][/color]",
Root/TooltipTreatmentFullyTreated,"[color=""red""][i]The injury is already assigned to be fully treated in this camp.[/i][/color]",
Root/Skills,Skills,
Root/SkillsFilterCombatWeapon,Weapons,
Root/SkillsFilterCombatActive,Combat,
Root/SkillsFilterCombatPassive,Passive,
Root/SkillsFilterNonCombat,Non-Combat,
Root/ExperiencePointsLeft,Skill Points,
Root/ExperiencePointsLeftNotAvailable,N/A,
Root/StatPointsLeft,Stat Points,
Root/NextSkillRank,Next,
Root/UpgradeSkill,UPGRADE,
Root/UpgradeSkillNotInParty,not in party,
Root/UpgradeSkillCost,"[color=""orange""][x] SP[/color] TO UPGRADE",
Root/UpgradeSkillUnaffordable,"[color=""grey""][x] SP[/color]",
Root/UpgradeSkillMaxed,"[color=""grey""]Maxed[/color]",
Root/DowngradeSkill,DOWNGRADE,
Root/SkillRequiresSkill,"[size=""12""][i][color=""red""]This skill requires [x] Rank [y].[/color][/i][/size]\n",
Root/SkillRequiresStat,"[size=""12""][i][color=""red""]This skill requires [x] [y].[/color][/i][/size]\n",
Root/SkillRequiresNationality,"[size=""12""][i][color=""red""]This skill requires another nationality.[/color][/i][/size]\n",
Root/SkillCost,"Upgrade Cost: [color=""orange""][x][/color]",
Root/ActionTypeAttack,"([color=""silver""]Attack Action[/color])",
Root/ActionTypeFree,"([color=""silver""]Free Action[/color])",
Root/ActionTypeFull,"([color=""silver""]Full Action[/color])",
Root/ActionTypeHalfMove,"([color=""silver""]Half Move Action[/color])",
Root/ActionTypeFullMove,"([color=""silver""]Full Move Action[/color])",
Root/AbilityCooldownNone,No Cooldown,
Root/AbilityCooldown,[x] Turn Cooldown,
Root/TooltipSkillsWeapons,"[size=""16""]Weapon skills[/size]\nWeapon skills define how good you are with specific weapons and unlock several abilities as you progress.",
Root/TooltipSkillsOffensive,"[size=""16""]Offensive skills[/size]\nOffensive skills provide extra abilities to be used during combat that aren't tied to any specific weapon.",
Root/TooltipSkillsSupport,"[size=""16""]Support skills[/size]\nSupport skills help allies, hinder enemies, or provide tactical advantages without dealing direct damage.",
Root/TooltipSkillsUtility,"[size=""16""]Utility skills[/size]\nUtility skills are useful for keeping the party equipped, happy, and well fed, and in general help the party as a whole.",
Root/TooltipSkillsPassive,"[size=""16""]Passive skills[/size]\nPassive skills provide small but permanent boosts to stats or give you an extra edge under specific conditions.",
Root/TooltipSkillUpgradeButton,Buy the next rank of this skill at the price specified.,
Root/TooltipSkillDowngradeButton,Downgrade this skill to its last rank and get your Skill Points back.,
Root/CharacterLook,CHARACTER CREATION,
Root/CharacterPrimaryStats,PRIMARY STATS,
Root/CharacterSecondaryStats,SECONDARY STATS,
Root/CharacterDescription,DESCRIPTION,
Root/CharacterSkills,SKILLS,
Root/CharacterCreation,Character Creation,
Root/CharacterStatsSkills,STATS & SKILLS,
Root/CharacterImport,Import,
Root/CharacterImportCharacter,Import Character,
Root/CharacterExport,Export,
Root/CharacterExportCharacter,Export Character,
Root/CharacterReset,Reset,
Root/CharacterDone,Done,
Root/CharacterNext,Next,
Root/CharacterHead,Head,
Root/CharacterFace,Face,
Root/CharacterHair,Hair,
Root/CharacterFacialHair,Facial Hair,
Root/CharacterTorso,Torso,
Root/CharacterArms,Arms,
Root/CharacterLegs,Legs,
Root/CharacterPrimaryColor,Color #1,
Root/CharacterSecondaryColor,Color #2,
Root/CharacterTertiaryColor,Color #3,
Root/CharacterEyeColor,Eye Color,
Root/CharacterSkinColor,Complexion,
Root/CharacterHairColor,Hair Color,
Root/CharacterPortrait,Portrait,
Root/CharacterGender,Gender,
Root/CharacterGenderMale,Male,
Root/CharacterGenderMaleSuffix,sonr,
Root/CharacterGenderMaleAlt,man,
Root/CharacterGenderFemale,Female,
Root/CharacterGenderFemaleSuffix,dottir,
Root/CharacterGenderFemaleAlt,woman,
Root/CharacterName,NAME,
Root/CharacterFatherName,FATHER'S NAME,
Root/CharacterRandomize,Randomize,
Root/CharacterImportErrorWrongFileVersion,Could not import character: File version outdated,
Root/CharacterImportErrorFileNotFound,Could not import character: File or path not existing,
Root/CharacterExportErrorCantWriteFile,Could not export character: Can't write to selected path,
Root/CharacterImportSelectFile,Select a file to import,
Root/CharacterExportSelectFile,Enter a filename,
Root/CharacterBackToMainMenu,Back to Main Menu,
Root/CharacterBackToMainMenuConfirmation,Do you really want to go back to the main menu?,
Root/CharacterCreationDone,Finished creating a character,
Root/CharacterCreationDoneConfirmation,Are you satisfied with your character?,
Root/CharacterPrimaryStatChange,Primary Stat Change,
Root/CharacterPrimaryStatChangeConfirmation,Your Primary Stat change results in skills getting invalid. Do you want to continue?,
Root/CharacterSkillRankChange,Skill Rank Change,
Root/CharacterSkillRankChangeConfirmation,Your Skill Rank change results in other skills getting invalid. Do you want to continue?,
Root/CharacterExportOverwriteFile,You are about to overwrite an existing character file. Do you want to continue?,
Root/CharacterImportNoFiles,No files available to import!,
Root/CharacterZoomButton,Zoom,
Root/CharacterCreationMessageSkillPoints,You haven't spent all your skill points yet. Are you sure you want to continue?\nN.B. You can assign any left-over skill points later.,
Root/CharacterCreationMessageStatPoints,You must assign all your stat points before you can continue.,
Root/CharacterSkillPointsRemaining,[x] SP ([totalspent] Spent),
Root/CharacterSelectPreset,Select Preset,
Root/CharacterResetPoints,Reset,
Root/CharacterNameCaseHeadline,Localization Cases,
Root/CharacterNameCaseDescription,"This is where you will provide the game with additional grammatical versions of your custom name, so that it will appear correctly throughout the game.",
Root/CharacterDescriptionGrammar,"Born to [Player:Father:Genitive] and Astridr in the year 769 (Julian calendar), with [eyes] and hair [hair]. [primaryfocus] [archetype]",
Root/CharacterDescriptionGrammarEyesBlue,bright blue eyes,
Root/CharacterDescriptionGrammarEyesGrey,steely grey eyes,
Root/CharacterDescriptionGrammarEyesBrown,mysterious brown eyes,
Root/CharacterDescriptionGrammarEyesGreen,captivating green eyes,
Root/CharacterDescriptionGrammarHairBlack,as black as night,
Root/CharacterDescriptionGrammarHairBlonde,as lush as summer,
Root/CharacterDescriptionGrammarHairWhite,as fair as snow,
Root/CharacterDescriptionGrammarHairRed,the colour of blood,
Root/CharacterDescriptionGrammarHairGinger,the colour of fire,
Root/CharacterDescriptionGrammarHairBrown,brown as the earth,
Root/CharacterDescriptionGrammarHairGrey,as grey as ash,
Root/CharacterDescriptionGrammar0Bonus0Malus,You've grown into a well-rounded but unremarkable [man/woman].,
Root/CharacterDescriptionGrammar1Bonus0Malus,You've grown to be a [primary1] [man/woman].,
Root/CharacterDescriptionGrammar2Bonus0Malus,You've grown to be a [primary1] and [primary2] [man/woman].,
Root/CharacterDescriptionGrammar3Bonus0Malus,"You've grown to be a [primary1], [primary2] and [primary3] [man/woman].",
Root/CharacterDescriptionGrammar1Bonus1Malus,You've grown to be a [primary1] [man/woman] but [negprimary1].,
Root/CharacterDescriptionGrammar2Bonus1Malus,"You've grown to be a [primary1] and [primary2] [man/woman], but [negprimary1].",
Root/CharacterDescriptionGrammar3Bonus1Malus,"You've grown to be a [primary1], [primary2], and [primary3] [man/woman], but [negprimary1].",
Root/CharacterDescriptionGrammar1Bonus2Malus,You've grown to be a [primary1] [man/woman] but [negprimary1] and [negprimary2].,
Root/CharacterDescriptionGrammar2Bonus2Malus,"You've grown to be a [primary1] and [primary2] [man/woman], but [negprimary1] and [negprimary2].",
Root/CharacterDescriptionGrammar3Bonus2Malus,"You've grown to be a [primary1], [primary2], and [primary3] [man/woman], but [negprimary1] and [negprimary2].",
Root/CharacterDescriptionGrammar2Bonus3Malus,"You've grown to be a highly [primary1] and [primary2] [man/woman], but [negprimary1], [negprimary2], and [negprimary3].",
Root/CharacterDescriptionGrammarPrimaryGoodStrength,strong,
Root/CharacterDescriptionGrammarPrimaryGoodEndurance,tough,
Root/CharacterDescriptionGrammarPrimaryGoodPerception,keen,
Root/CharacterDescriptionGrammarPrimaryGoodFinesse,graceful,
Root/CharacterDescriptionGrammarPrimaryGoodSense,wise,
Root/CharacterDescriptionGrammarPrimaryBadStrength,weak of arm,
Root/CharacterDescriptionGrammarPrimaryBadEndurance,of frail health,
Root/CharacterDescriptionGrammarPrimaryBadPerception,blind as a bat,
Root/CharacterDescriptionGrammarPrimaryBadFinesse,of little grace,
Root/CharacterDescriptionGrammarPrimaryBadSense,slow of wit,
Root/CharacterDescriptionGrammarArchetypeSingle,You are known amongst your clansmen as [archetype1].,
Root/CharacterDescriptionGrammarArchetypeDouble,"Amongst your clansmen, you are known equally as [archetype1], and [archetype2].",
Root/CharacterDescriptionGrammarArchetypeBrawler,"an impressive [color=""orange""]Brawler[/color] who can beat any foe with your bare hands",
Root/CharacterDescriptionGrammarArchetypeBerserker,"a ferocious [color=""orange""]Berserker[/color], always the first to charge into the fray",
Root/CharacterDescriptionGrammarArchetypeBannerman,"a highly trained [color=""orange""]Defender[/color], the warrior anyone would want at their side in battle",
Root/CharacterDescriptionGrammarArchetypeSkald,"a silver-tongued [color=""orange""]Skald[/color] who can inspire any man in battle, or talk your way out of a fight like no other",
Root/CharacterDescriptionGrammarArchetypeChieftain,"a fore-sighted [color=""orange""]Leader[/color] with a great command of the battlefield",
Root/CharacterDescriptionGrammarArchetypeNidding,"an unpredictable [color=""orange""]Rogue[/color] who always knows where and when to strike and never shies away from a good ruse",
Root/CharacterDescriptionGrammarArchetypeRanger,"a skillful [color=""orange""][Hunter/Huntress][/color] and self-sufficient [outdoorsman/outdoorswoman] who can take down any man at a hundred paces",
Root/CharacterDescriptionGrammarArchetypeHealer,"a generous and deft [color=""orange""]Healer[/color] who can steal any man out of the arms of the valkyries",
Root/CharacterDescriptionGrammarArchetypeFighter,"a stout [color=""orange""]Warrior[/color] who stands unmovable as a mountain in the face of insurmountable odds",
Root/CharacterDescriptionGrammarArchetypeScout,"a fast and agile [color=""orange""]Scout[/color] who moves unseen behind enemy lines and strikes where their defences are weakest",
Root/CharacterDescriptionGrammarArchetypeDefender,"a steadfast [color=""orange""]Archer[/color] capable of keeping any enemy at bay",
Root/CharacterDescriptionGrammarNoDescription,"[i][color=""red""]You must spend all your stat points before you will see a description.[/color][/i]",
Root/CharacterDescriptionBerserk,"In the mountains of the north, there exists a cult of warriors who call themselves the Ulfhednar. They are said to be Odinn's special warriors, who wear little except the pelt of a wolf into battle and become impervious to steel or fire. Gunnarr, the giant with the wholly ironic byname ""the Peaceful"", claims to be one of these berserkers.\n\nGunnarr led a group of raiders from the northern trade hub Kaupang to the isle of Orkney in the west, where he had the misfortune to meet Skule Skullcleaver. Skule convinced Gunnarr to mount a raid against your village. He may not be the most predictable huscarl in your service, but one thing is certain: it is far better to have Gunnarr on your side than against you.",
Root/CharacterDescriptionShieldMaiden,"You've known Nefja and her sister Eyfura since you were children. Their late father Holmunn was among your father's closest huscarls, and the sisters were often left solely in the care of their mother while he was travelling with his thegn.\n\nThe twins grew apart from an early age - where Eyfura was always her mother's beautiful and delicate girl, Nefja took more after her father and would spend her days exploring the woods, playing in the moor, or fighting with the boys. As soon as she was old enough to hold a wooden stick, she started training to be a warrior.\n\nOver the years, the fire that burns brightly inside Nefja has turned her into a disciplined shieldmaiden, and what she lacks in raw strength is more than made up for in deftness and resolve.",
Root/CharacterDescriptionTribalHuntress,"Though her title is Princess of the Kingdom of Cait, Aife has few of a princess's manners and none of the typical conceits. Cait is a poor and harsh country, and Aife was raised to be as resilient and determined as any of her father's subjects. As soon as she was old enough, she was sent to train with the famous warrior Grainne, whose tutelage has turned her into a skillful trapper.\n\nGifted from an early age with equal parts curiosity and courage, Aife decided almost on a whim to join your hird. It's clear that she harbours some fascination with you and your culture. It's fortunate then that she is such a considerable asset on the field of battle.",
Root/CharacterDescriptionValkyrie,"Eydis came to your village with her husband Alvaldr when they were young and recently married, to take over his uncle's farm on the outskirts of your homestead and start a family. In your childhood, she was a warm and bubbly woman who loved to entertain the children of the clan with stories of ancient treasures or by reciting poems about the gods.\n\nA disease claimed Alvaldr almost a decade ago, leaving her alone to raise the two sons he gave her. Now her only concern is the safety and prosperity of her children. Since both of them are now old enough to tend to the farm, she has asked to join you on your expedition to the isles across the sea, that she might bring great wealth home and build a better future for her sons.",
Root/CharacterDescriptionVanquishedFoe,"Asleifr is a distant cousin, the favourite son of another family in your clan. Leadership of the clan has passed back and forth between your family and his for generations, but although your father won the seat of thegn from Asleifr's father, Grimvardr served your father dutifully for years afterwards.\n\nFrom Grimvardr, Asleifr was instilled with an overwhelming sense of honour and duty. Asleifr has been raised as a strong and skilled warrior who wants nothing more from life than to serve and protect his family and his clan. To that purpose, he was compelled to challenge your claim to your father's throne, seeing you as weak and undeserving of leadership. In your duel, he was convinced otherwise, and he is now sworn to serve you on your travels to the isles across the sea.",
Root/CharacterDescriptionTravellingMonk,"Morcant is a brother of the Monkwearmouth monastery and spent his youth in diligent study and contemplation. He has immense respect for the learned and was inspired by his senior Bede to seek knowledge and codify it as an expression of faith and wonder of God's work.\n\nHe spent several years wandering the Northumbrian countryside, tending to and teaching the people. It was during these travels that he developed his fascination with pagan beliefs and sought to preserve them. In his eyes, these rites and stories inform the unenlightened grasping blindly for the illumination of God's truth - and through understanding them, he hopes to ease their transition into the true faith.",
Root/CharacterDescriptionWitch,"As a babe, Røskva was left in a basket in the bog outside your homestead - to this day, no one knows who her parents were, or why they decided to leave her to the carrion birds. To Røskva's great fortune, the old witch Hulda - herself childless - found the newborn girl and decided to raise Røskva as her apprentice.\n\nRøskva is still young, but she is already wise to the uses of plants and the whims of spirits. The young witch is a deft and compassionate healer, but she has no qualms with deadly poisons and cruel curses. After a score of winters first in the care of an old crone, then caring for the crone in turn, Røskva is keen to leave the village and seek new knowledge in distant lands.",
Root/CharacterDescriptionWolf,"Your father brought Ketill back home from one of his journeys in the north. The dark-haired boy had seen no more than eight winters at the time, and he had a shy and brooding demeanour about him then. Your father never adequately explained how he came to be responsible for the kid, but at the thegn's request, Ketill was taken in by the clan and raised as an orphan.\n\nKetill gradually came out of his shell, and being about the same age, you became fast friends. Ketill grew up to be a lean young man, whose soft step and keen eyes have made him a skillful hunter. Far from the quiet boy your father brought home with him, Ketill has come to wield a charming smile and a disarming wit. He is a good friend and a loyal huscarl who will follow you wherever you ask of him.",
Root/CharacterStatStrength,Strength,
Root/CharacterStatStrengthAbbreviated,STR,
Root/CharacterStatEndurance,Endurance,
Root/CharacterStatEnduranceAbbreviated,END,
Root/CharacterStatFinesse,Finesse,
Root/CharacterStatFinesseAbbreviated,FIN,
Root/CharacterStatPerception,Perception,
Root/CharacterStatPerceptionAbbreviated,PER,
Root/CharacterStatSense,Sense,
Root/CharacterStatSenseAbbreviated,SEN,
Root/CharacterStatBaseDamage,Base Damage,
Root/CharacterStatMeleeDamage,Damage,
Root/CharacterStatMeleeDamageShort,Dmg,
Root/CharacterStatRangedDamage,Ranged Damage,
Root/CharacterStatHitpoints,Hitpoints,
Root/CharacterStatHitpointsAbbriviated,HP,
Root/CharacterStatBlockChance,Block Chance,
Root/CharacterStatCriticalChance,Critical,
Root/CharacterStatHoursWithoutRest,Stamina,
Root/CharacterStatDiscipline,Discipline,
Root/CharacterStatPhysicalResistance,Physical Resistance,
Root/CharacterStatPhysicalResistanceShort,Physical,
Root/CharacterStatMentalResistance,Mental Resistance,
Root/CharacterStatMentalResistanceShort,Mental,
Root/CharacterStatMaxAccuracy,Accuracy,
Root/CharacterStatDamageReduction,DR,
Root/CharacterStatDamageReductionAbbriviated,DR,
Root/CharacterStatDRMelee,DR Melee,
Root/CharacterStatDRRanged,DR Ranged,
Root/CharacterStatMovement,Movement,
Root/CharacterStatMovementAbbreviated,MOV,
Root/CharacterStatMorale,Morale,
Root/CharacterStatResistStun,Resist Stun,
Root/DamageReductionMelee,Melee Damage Reduction,
Root/DamageReductionRanged,Ranged Damage Reduction,
Root/CharacterStatNotApplicable,"[color=""silver""]N/A[/color]",
Root/Chance,Chance,
Root/TooltipCharacterStatBlockChance,"[size=""16""]Block Chance[/size]\nDetermines how likely you are to block an attack with a shield, so the shield will take the damage instead of you.",
Root/TooltipCharacterStatMaxAccuracy,"[size=""16""]Accuracy[/size]\nDetermines the maximum accuracy for ranged attacks. This drops by 6 points per hex of distance to the target, and the final hit chance can never exceed 95%.",
Root/TooltipCharacterStatCriticalChance,"[size=""16""]Critical Chance[/size]\nDetermines the likelihood of landing a critical hit, which multiplies the damage by the critical modifier of the equipped weapon.",
Root/TooltipCharacterStatDamage,"[size=""16""]Damage[/size]\nDamage is your [color=""lightblue""]Base Damage[/color], plus the damage of the currently equipped weapon.",
Root/TooltipCharacterStatMovement,"[size=""16""]Movement[/size]\nThe amount of hexes you can move during combat while still performing an attack. Armours can add penalties to this, making the unit able to move less hexes.",
Root/TooltipCharacterStatDamageReduction,"[size=""16""]Damage Reduction (DR)[/size]\nDamage Reduction determines the amount of damage subtracted from incoming attacks. This might be different between melee and ranged attacks, depending on the equipped gear.",
Root/TooltipCharacterStatHoursWithoutRest,"[size=""16""]Stamina[/size]\nDetermines how many hours a character can go before becoming Fatigued. Getting two shifts of sleep at camp will reset the timer.",
Root/TooltipCharacterStatHitpoints,"[size=""16""]Hitpoints (HP)[/size]\nDetermines the amount of damage a character can sustain before getting [color=""yellow""]Incapacitated[/color]. Hitpoints replenish after each fight, but characters will suffer injuries if incapacitated for too long.",
Root/TooltipCharacterStatDiscipline,"[size=""16""]Discipline[/size]\nDetermines the chance of resisting negative mental and physical effects.",
Root/TooltipCharacterStatPhysicalResistance,"[size=""16""]Physical Resistance[/size]\nDetermines the chance of resisting negative physical effects. Derived from Strength and Morale. Shields can bolster this value.",
Root/TooltipCharacterStatMentalResistance,"[size=""16""]Mental Resistance[/size]\nDetermines the chance of resisting negative mental effects. Derived from Sense and Morale. Helmets can bolster this value.",
Root/TooltipCharacterStatMorale,"[size=""16""]Morale[/size]\nDetermines the confidence of a character on a scale from -10 to 10. Affects physical and mental resistances.",
Root/TooltipInjury,Injuries can be treated during camping by assigning the task to a person who is versed in the art of healing.,
Root/TooltipStatStrength,"[size=""16""]Strength[/size]\nDetermines [color=""lightblue""]Base Damage[/color] with axes and swords and affects [color=""lightblue""]Physical Resistance[/color]. Strength is essential for warriors, and will occasionally enable knockouts and other physical feats in dialogue.",
Root/TooltipStatEndurance,"[size=""16""]Endurance[/size]\nDetermines [color=""lightblue""]Hitpoints[/color], [color=""lightblue""]Base Damage Reduction[/color], [color=""lightblue""]Block Chance[/color] with shields, and affects [color=""lightblue""]Stamina[/color]. Endurance is of utmost importance to front-line fighters.",
Root/TooltipStatFinesse,"[size=""16""]Finesse[/size]\nDetermines [color=""lightblue""]Base Damage[/color] with knives and spears and [color=""lightblue""]Critical Chance[/color] with all weapons. Finesse is important to ranged characters and fast-handed rogues, and can occasionally be used for surprise attacks in dialogue.",
Root/TooltipStatPerception,"[size=""16""]Perception[/size]\nDetermines [color=""lightblue""]Accuracy[/color] with ranged weapons. Perception is crucial to archers, and will often reveal additional information during dialogue.",
Root/TooltipStatSense,"[size=""16""]Sense[/size]\nAffects [color=""lightblue""]Mental Resistance[/color] and [color=""lightblue""]Stamina[/color]. Sense is fundamental to witches, skalds, and other support characters, and can often be used for persuasion in dialogue.",
Root/TooltipStatMorale,"[size=""16""]Morale[/size]\nAffects [color=""lightblue""]Physical Resistance[/color] and [color=""lightblue""]Mental Resistance[/color]. Morale represents the confidence of a character on a scale from -10 to 10.",
Root/TooltipStatModNegDetails,"[color=""red""][Mod][/color] [Cause]",
Root/TooltipStatModPosDetails,"[color=""lime""]+[Mod][/color] [Cause]",
Root/ThrowingDamage,Damage,
Root/UnarmedDamage,Damage,
Root/MeleeDamage,Damage,
Root/RangedDamage,Damage,
Root/MeleeRangedDamage,Damage,
Root/AreaOfEffect,AoE,
Root/BlockChance,Block,
Root/CriticalChance,Critical Chance,
Root/PoisonResistance,Poison Resistance,
Root/KnockdownChance,Knockdown Chance,
Root/Hitpoints,Hitpoints,
Root/DualWieldingDamagePenalty,Dual Wielding Damage Penalty,
Root/PartialCoverPenalty,Partial Cover Penalty,
Root/FlankingBonusDamage,Flanking Bonus Damage,
Root/DistancePenalty,Distance Penalty,
Root/HalveEnemyMovementChance,halve enemy movement chance,
Root/ArmourPiercing,Armour Piercing,
Root/TinkerSpeed,Tinker Speed,
Root/PartyMoraleCap,Party Morale Cap,
Root/CraftingTier,Tier,
Root/FogOfWar,Fog of War,
Root/CraftingHeadline,Crafting,
Root/CraftingParameterSchematics,Schematics,
Root/CraftingAmountSchematics,[y]/[x],
Root/CraftingAmountSchematicsNegative,"[color=""red""][y]/[x][/color]",
Root/CraftingCostResourcesRemaining,[resource1][resource2] remaining,
Root/CraftingCostResourceRemaining,"[size=""24""][amount][/size] [resource]",
Root/CraftingButton,Craft item,
Root/CraftingBonus,Special Property Chance,
